x Distance [mm]	Height [cm]
 435.935 	 6.821 
 436.125 	 6.818 
 436.310 	 6.826 
 436.500 	 6.822 
 436.685 	 6.821 
 436.875 	 6.821 
 437.065 	 6.821 
 437.250 	 6.825 
 437.440 	 6.826 
 437.625 	 6.831 
 437.815 	 6.827 
 438.005 	 6.822 
 438.190 	 6.826 
 438.380 	 6.826 
 438.565 	 6.826 
 438.755 	 6.826 
 438.945 	 6.826 
 439.130 	 6.826 
 439.320 	 6.830 
 439.505 	 6.827 
 439.695 	 6.830 
 439.885 	 6.826 
 440.070 	 6.827 
 440.260 	 6.831 
 440.445 	 6.831 
 440.635 	 6.831 
 440.825 	 6.831 
 441.010 	 6.831 
 441.200 	 6.831 
 441.385 	 6.831 
 441.575 	 6.831 
 441.765 	 6.835 
 441.950 	 6.841 
 442.140 	 6.835 
 442.325 	 6.832 
 442.515 	 6.835 
 442.705 	 6.837 
 442.890 	 6.840 
 443.080 	 6.841 
 443.265 	 6.837 
 443.455 	 6.836 
 443.645 	 6.840 
 443.830 	 6.833 
 444.020 	 6.835 
 444.205 	 6.831 
 444.395 	 6.832 
 444.585 	 6.835 
 444.770 	 6.835 
 444.960 	 6.831 
 445.145 	 6.831 
 445.335 	 6.827 
 445.525 	 6.826 
 445.710 	 6.822 
 445.900 	 6.817 
 446.085 	 6.820 
 446.275 	 6.812 
 446.465 	 6.812 
 446.650 	 6.812 
 446.840 	 6.807 
 447.025 	 6.811 
 447.215 	 6.816 
 447.405 	 6.821 
 447.590 	 6.829 
 447.780 	 6.827 
 447.965 	 6.831 
 448.155 	 6.831 
 448.345 	 6.836 
 448.530 	 6.836 
 448.720 	 6.840 
 448.905 	 6.846 
 449.095 	 6.854 
 449.285 	 6.851 
 449.470 	 6.851 
 449.660 	 6.851 
 449.845 	 6.851 
 450.035 	 6.855 
 450.225 	 6.855 
 450.410 	 6.855 
 450.600 	 6.855 
 450.785 	 6.856 
 450.975 	 6.860 
 451.165 	 6.857 
 451.350 	 6.863 
 451.540 	 6.856 
 451.725 	 6.860 
 451.915 	 6.860 
 452.105 	 6.860 
 452.290 	 6.860 
 452.480 	 6.860 
 452.665 	 6.860 
 452.855 	 6.860 
 453.045 	 6.860 
 453.230 	 6.865 
 453.420 	 6.865 
 453.605 	 6.869 
 453.795 	 6.870 
 453.985 	 6.866 
 454.170 	 6.865 
 454.360 	 6.865 
 454.545 	 6.869 
 454.735 	 6.874 
 454.925 	 6.871 
 455.110 	 6.870 
 455.300 	 6.878 
 455.485 	 6.872 
 455.675 	 6.870 
 455.865 	 6.870 
 456.050 	 6.870 
 456.240 	 6.870 
 456.425 	 6.870 
 456.615 	 6.874 
 456.805 	 6.879 
 456.990 	 6.876 
 457.180 	 6.875 
 457.365 	 6.875 
 457.555 	 6.875 
 457.745 	 6.879 
 457.930 	 6.876 
 458.120 	 6.879 
 458.305 	 6.880 
 458.495 	 6.876 
 458.685 	 6.879 
 458.870 	 6.880 
 459.060 	 6.880 
 459.245 	 6.880 
 459.435 	 6.880 
 459.625 	 6.884 
 459.810 	 6.885 
 460.000 	 6.885 
 460.185 	 6.885 
 460.375 	 6.885 
 460.565 	 6.885 
 460.750 	 6.885 
 460.940 	 6.885 
 461.125 	 6.885 
 461.315 	 6.885 
 461.505 	 6.885 
 461.690 	 6.889 
 461.880 	 6.885 
 462.065 	 6.893 
 462.255 	 6.885 
 462.445 	 6.885 
 462.630 	 6.889 
 462.820 	 6.890 
 463.005 	 6.890 
 463.195 	 6.894 
 463.385 	 6.890 
 463.570 	 6.894 
 463.760 	 6.899 
 463.945 	 6.895 
 464.135 	 6.899 
 464.325 	 6.895 
 464.510 	 6.895 
 464.700 	 6.899 
 464.885 	 6.895 
 465.075 	 6.899 
 465.265 	 6.908 
 465.450 	 6.900 
 465.640 	 6.904 
 465.825 	 6.904 
 466.015 	 6.900 
 466.205 	 6.899 
 466.390 	 6.895 
 466.580 	 6.899 
 466.765 	 6.904 
 466.955 	 6.904 
 467.145 	 6.900 
 467.330 	 6.899 
 467.520 	 6.899 
 467.705 	 6.899 
 467.895 	 6.899 
 468.085 	 6.904 
 468.270 	 6.909 
 468.460 	 6.909 
 468.645 	 6.909 
 468.835 	 6.909 
 469.025 	 6.909 
 469.210 	 6.909 
 469.400 	 6.909 
 469.585 	 6.914 
 469.775 	 6.914 
 469.965 	 6.914 
 470.150 	 6.914 
 470.340 	 6.914 
 470.525 	 6.914 
 470.715 	 6.911 
 470.905 	 6.918 
 471.090 	 6.919 
 471.280 	 6.919 
 471.465 	 6.919 
 471.655 	 6.915 
 471.845 	 6.923 
 472.030 	 6.919 
 472.220 	 6.915 
 472.405 	 6.919 
 472.595 	 6.919 
 472.785 	 6.923 
 472.970 	 6.924 
 473.160 	 6.924 
 473.345 	 6.932 
 473.535 	 6.930 
 473.725 	 6.933 
 473.910 	 6.929 
 474.100 	 6.929 
 474.285 	 6.929 
 474.475 	 6.929 
 474.665 	 6.929 
 474.850 	 6.933 
 475.040 	 6.929 
 475.225 	 6.929 
 475.415 	 6.937 
 475.605 	 6.934 
 475.790 	 6.934 
 475.980 	 6.933 
 476.165 	 6.929 
 476.355 	 6.929 
 476.545 	 6.929 
 476.730 	 6.933 
 476.920 	 6.934 
 477.105 	 6.938 
 477.295 	 6.934 
 477.485 	 6.934 
 477.670 	 6.934 
 477.860 	 6.938 
 478.045 	 6.938 
 478.235 	 6.934 
 478.425 	 6.938 
 478.610 	 6.938 
 478.800 	 6.938 
 478.985 	 6.938 
 479.175 	 6.938 
 479.365 	 6.939 
 479.550 	 6.943 
 479.740 	 6.939 
 479.925 	 6.938 
 480.115 	 6.938 
 480.305 	 6.938 
 480.490 	 6.943 
 480.680 	 6.943 
 480.865 	 6.943 
 481.055 	 6.952 
 481.245 	 6.948 
 481.430 	 6.948 
 481.620 	 6.944 
 481.805 	 6.948 
 481.995 	 6.952 
 482.185 	 6.958 
 482.370 	 6.953 
 482.560 	 6.957 
 482.745 	 6.955 
 482.935 	 6.962 
 483.125 	 6.950 
 483.310 	 6.958 
 483.500 	 6.958 
 483.685 	 6.958 
 483.875 	 6.958 
 484.065 	 6.962 
 484.250 	 6.963 
 484.440 	 6.963 
 484.625 	 6.967 
 484.815 	 6.972 
 485.005 	 6.973 
 485.190 	 6.968 
 485.380 	 6.968 
 485.565 	 6.968 
 485.755 	 6.968 
 485.945 	 6.968 
 486.130 	 6.967 
 486.320 	 6.963 
 486.505 	 6.973 
 486.695 	 6.964 
 486.885 	 6.963 
 487.070 	 6.958 
 487.260 	 6.963 
 487.445 	 6.964 
 487.635 	 6.968 
 487.825 	 6.972 
 488.010 	 6.973 
 488.200 	 6.977 
 488.385 	 6.978 
 488.575 	 6.978 
 488.765 	 6.978 
 488.950 	 6.978 
 489.140 	 6.978 
 489.325 	 6.978 
 489.515 	 6.978 
 489.705 	 6.982 
 489.890 	 6.978 
 490.080 	 6.978 
 490.265 	 6.982 
 490.455 	 6.978 
 490.645 	 6.978 
 490.830 	 6.982 
 491.020 	 6.978 
 491.205 	 6.978 
 491.395 	 6.978 
 491.585 	 6.978 
 491.770 	 6.978 
 491.960 	 6.981 
 492.145 	 6.990 
 492.335 	 6.988 
 492.525 	 6.987 
 492.710 	 6.978 
 492.900 	 6.987 
 493.085 	 6.987 
 493.275 	 6.987 
 493.465 	 6.992 
 493.650 	 6.988 
 493.840 	 6.987 
 494.025 	 6.987 
 494.215 	 6.987 
 494.405 	 6.992 
 494.590 	 6.996 
 494.780 	 6.997 
 494.965 	 6.997 
 495.155 	 6.997 
 495.345 	 6.997 
 495.530 	 6.997 
 495.720 	 6.997 
 495.905 	 6.997 
 496.095 	 7.001 
 496.285 	 6.993 
 496.470 	 6.999 
 496.660 	 7.002 
 496.845 	 6.997 
 497.035 	 6.997 
 497.225 	 6.997 
 497.410 	 6.997 
 497.600 	 6.997 
 497.785 	 7.006 
 497.975 	 7.002 
 498.165 	 7.002 
 498.350 	 7.002 
 498.540 	 7.002 
 498.725 	 7.007 
 498.915 	 7.011 
 499.105 	 7.003 
 499.290 	 7.002 
 499.480 	 7.006 
 499.665 	 7.012 
 499.855 	 7.012 
 500.045 	 7.012 
 500.230 	 7.017 
 500.420 	 7.012 
 500.605 	 7.017 
 500.795 	 7.017 
 500.985 	 7.008 
 501.170 	 7.012 
 501.360 	 7.007 
 501.545 	 7.011 
 501.735 	 7.012 
 501.925 	 7.012 
 502.110 	 7.021 
 502.300 	 7.017 
 502.485 	 7.017 
 502.675 	 7.021 
 502.865 	 7.022 
 503.050 	 7.026 
 503.240 	 7.022 
 503.425 	 7.026 
 503.615 	 7.022 
 503.805 	 7.026 
 503.990 	 7.021 
 504.180 	 7.021 
 504.365 	 7.017 
 504.555 	 7.031 
 504.745 	 7.026 
 504.930 	 7.031 
 505.120 	 7.018 
 505.305 	 7.026 
 505.495 	 7.022 
 505.685 	 7.026 
 505.870 	 7.026 
 506.060 	 7.026 
 506.245 	 7.026 
 506.435 	 7.022 
 506.625 	 7.026 
 506.810 	 7.026 
 507.000 	 7.026 
 507.185 	 7.031 
 507.375 	 7.026 
 507.565 	 7.026 
 507.750 	 7.026 
 507.940 	 7.026 
 508.125 	 7.026 
 508.315 	 7.031 
 508.505 	 7.036 
 508.690 	 7.031 
 508.880 	 7.031 
 509.065 	 7.031 
 509.255 	 7.031 
 509.445 	 7.031 
 509.630 	 7.027 
 509.820 	 7.036 
 510.005 	 7.036 
 510.195 	 7.036 
 510.385 	 7.032 
 510.570 	 7.032 
 510.760 	 7.037 
 510.945 	 7.041 
 511.135 	 7.041 
 511.325 	 7.041 
 511.510 	 7.041 
 511.700 	 7.045 
 511.885 	 7.041 
 512.075 	 7.036 
 512.265 	 7.041 
 512.450 	 7.046 
 512.640 	 7.041 
 512.825 	 7.046 
 513.015 	 7.046 
 513.205 	 7.050 
 513.390 	 7.041 
 513.580 	 7.041 
 513.765 	 7.045 
 513.955 	 7.041 
 514.145 	 7.041 
 514.330 	 7.046 
 514.520 	 7.041 
 514.705 	 7.046 
 514.895 	 7.046 
 515.085 	 7.051 
 515.270 	 7.051 
 515.460 	 7.051 
 515.645 	 7.051 
 515.835 	 7.046 
 516.025 	 7.050 
 516.210 	 7.051 
 516.400 	 7.051 
 516.585 	 7.051 
 516.775 	 7.051 
 516.965 	 7.051 
 517.150 	 7.051 
 517.340 	 7.051 
 517.525 	 7.051 
 517.715 	 7.051 
 517.905 	 7.052 
 518.090 	 7.056 
 518.280 	 7.056 
 518.465 	 7.051 
 518.655 	 7.051 
 518.845 	 7.051 
 519.030 	 7.052 
 519.220 	 7.056 
 519.405 	 7.061 
 519.595 	 7.061 
 519.785 	 7.065 
 519.970 	 7.061 
 520.160 	 7.061 
 520.345 	 7.061 
 520.535 	 7.061 
 520.725 	 7.061 
 520.910 	 7.061 
 521.100 	 7.066 
 521.285 	 7.068 
 521.475 	 7.061 
 521.665 	 7.061 
 521.850 	 7.060 
 522.040 	 7.056 
 522.225 	 7.056 
 522.415 	 7.056 
 522.605 	 7.061 
 522.790 	 7.059 
 522.980 	 7.056 
 523.165 	 7.056 
 523.355 	 7.060 
 523.545 	 7.056 
 523.730 	 7.057 
 523.920 	 7.061 
 524.105 	 7.061 
 524.295 	 7.065 
 524.485 	 7.065 
 524.670 	 7.061 
 524.860 	 7.061 
 525.045 	 7.061 
 525.235 	 7.060 
 525.425 	 7.057 
 525.610 	 7.061 
 525.800 	 7.064 
 525.985 	 7.061 
 526.175 	 7.061 
 526.365 	 7.061 
 526.550 	 7.065 
 526.740 	 7.061 
 526.925 	 7.065 
 527.115 	 7.065 
 527.305 	 7.065 
 527.490 	 7.062 
 527.680 	 7.065 
 527.865 	 7.065 
 528.055 	 7.066 
 528.245 	 7.070 
 528.430 	 7.069 
 528.620 	 7.065 
 528.805 	 7.065 
 528.995 	 7.061 
 529.185 	 7.065 
 529.370 	 7.065 
 529.560 	 7.065 
 529.745 	 7.065 
 529.935 	 7.071 
 530.125 	 7.075 
 530.310 	 7.075 
 530.500 	 7.070 
 530.685 	 7.071 
 530.875 	 7.074 
 531.065 	 7.071 
 531.250 	 7.075 
 531.440 	 7.071 
 531.625 	 7.075 
 531.815 	 7.075 
 532.005 	 7.070 
 532.190 	 7.067 
 532.380 	 7.075 
 532.565 	 7.075 
 532.755 	 7.075 
 532.945 	 7.075 
 533.130 	 7.075 
 533.320 	 7.075 
 533.505 	 7.074 
 533.695 	 7.066 
 533.885 	 7.070 
 534.070 	 7.071 
 534.260 	 7.075 
 534.445 	 7.074 
 534.635 	 7.071 
 534.825 	 7.075 
 535.010 	 7.075 
 535.200 	 7.075 
 535.385 	 7.075 
 535.575 	 7.075 
 535.765 	 7.075 
 535.950 	 7.075 
 536.140 	 7.071 
 536.325 	 7.075 
 536.515 	 7.075 
 536.705 	 7.075 
 536.890 	 7.075 
 537.080 	 7.075 
 537.265 	 7.075 
 537.455 	 7.076 
 537.645 	 7.080 
 537.830 	 7.080 
 538.020 	 7.080 
 538.205 	 7.081 
 538.395 	 7.084 
 538.585 	 7.080 
 538.770 	 7.080 
 538.960 	 7.080 
 539.145 	 7.081 
 539.335 	 7.084 
 539.525 	 7.080 
 539.710 	 7.079 
 539.900 	 7.076 
 540.085 	 7.080 
 540.275 	 7.080 
 540.465 	 7.080 
 540.650 	 7.080 
 540.840 	 7.081 
 541.025 	 7.085 
 541.215 	 7.084 
 541.405 	 7.081 
 541.590 	 7.089 
 541.780 	 7.085 
 541.965 	 7.085 
 542.155 	 7.086 
 542.345 	 7.089 
 542.530 	 7.085 
 542.720 	 7.085 
 542.905 	 7.085 
 543.095 	 7.085 
 543.285 	 7.085 
 543.470 	 7.085 
 543.660 	 7.081 
 543.845 	 7.085 
 544.035 	 7.085 
 544.225 	 7.080 
 544.410 	 7.081 
 544.600 	 7.085 
 544.785 	 7.085 
 544.975 	 7.085 
 545.165 	 7.085 
 545.350 	 7.085 
 545.540 	 7.085 
 545.725 	 7.086 
 545.915 	 7.089 
 546.105 	 7.085 
 546.290 	 7.085 
 546.480 	 7.085 
 546.665 	 7.085 
 546.855 	 7.086 
 547.045 	 7.089 
 547.230 	 7.085 
 547.420 	 7.085 
 547.605 	 7.085 
 547.795 	 7.085 
 547.985 	 7.085 
 548.170 	 7.085 
 548.360 	 7.085 
 548.545 	 7.085 
 548.735 	 7.085 
 548.925 	 7.085 
 549.110 	 7.084 
 549.300 	 7.081 
 549.485 	 7.085 
 549.675 	 7.085 
 549.865 	 7.085 
 550.050 	 7.084 
 550.240 	 7.081 
 550.425 	 7.085 
 550.615 	 7.085 
 550.805 	 7.086 
 550.990 	 7.088 
 551.180 	 7.085 
 551.365 	 7.085 
 551.555 	 7.085 
 551.745 	 7.085 
 551.930 	 7.085 
 552.120 	 7.083 
 552.305 	 7.080 
 552.495 	 7.080 
 552.685 	 7.080 
 552.870 	 7.080 
 553.060 	 7.080 
 553.245 	 7.079 
 553.435 	 7.076 
 553.625 	 7.080 
 553.810 	 7.078 
 554.000 	 7.077 
 554.185 	 7.078 
 554.375 	 7.075 
 554.565 	 7.077 
 554.750 	 7.080 
 554.940 	 7.082 
 555.125 	 7.083 
 555.315 	 7.080 
 555.505 	 7.080 
 555.690 	 7.080 
 555.880 	 7.080 
 556.065 	 7.080 
 556.255 	 7.078 
 556.445 	 7.079 
 556.630 	 7.082 
 556.820 	 7.077 
 557.005 	 7.078 
 557.195 	 7.077 
 557.385 	 7.080 
 557.570 	 7.080 
 557.760 	 7.082 
 557.945 	 7.082 
 558.135 	 7.075 
 558.325 	 7.076 
 558.510 	 7.078 
 558.700 	 7.072 
 558.885 	 7.075 
 559.075 	 7.075 
 559.265 	 7.072 
 559.450 	 7.067 
 559.640 	 7.071 
 559.825 	 7.075 
 560.015 	 7.075 
 560.205 	 7.075 
 560.390 	 7.075 
 560.580 	 7.069 
 560.765 	 7.064 
 560.955 	 7.062 
 561.145 	 7.065 
 561.330 	 7.065 
 561.520 	 7.065 
 561.705 	 7.065 
 561.895 	 7.065 
 562.085 	 7.068 
 562.270 	 7.069 
 562.460 	 7.065 
 562.645 	 7.065 
 562.835 	 7.064 
 563.025 	 7.062 
 563.210 	 7.070 
 563.400 	 7.070 
 563.585 	 7.070 
 563.775 	 7.067 
 563.965 	 7.069 
 564.150 	 7.065 
 564.340 	 7.065 
 564.525 	 7.065 
 564.715 	 7.065 
 564.905 	 7.065 
 565.090 	 7.064 
 565.280 	 7.061 
 565.465 	 7.061 
 565.655 	 7.061 
 565.845 	 7.062 
 566.030 	 7.063 
 566.220 	 7.056 
 566.405 	 7.056 
 566.595 	 7.056 
 566.785 	 7.057 
 566.970 	 7.061 
 567.160 	 7.059 
 567.345 	 7.060 
 567.535 	 7.069 
 567.725 	 7.064 
 567.910 	 7.062 
 568.100 	 7.064 
 568.285 	 7.061 
 568.475 	 7.059 
 568.665 	 7.056 
 568.850 	 7.056 
 569.040 	 7.057 
 569.225 	 7.061 
 569.415 	 7.061 
 569.605 	 7.061 
 569.790 	 7.059 
 569.980 	 7.057 
 570.165 	 7.060 
 570.355 	 7.056 
 570.545 	 7.057 
 570.730 	 7.058 
 570.920 	 7.052 
 571.105 	 7.054 
 571.295 	 7.049 
 571.485 	 7.040 
 571.670 	 7.036 
 571.860 	 7.036 
 572.045 	 7.034 
 572.235 	 7.033 
 572.425 	 7.036 
 572.610 	 7.036 
 572.800 	 7.035 
 572.985 	 7.031 
 573.175 	 7.031 
 573.365 	 7.030 
 573.550 	 7.028 
 573.740 	 7.031 
 573.925 	 7.032 
 574.115 	 7.033 
 574.305 	 7.026 
 574.490 	 7.026 
 574.680 	 7.026 
 574.865 	 7.026 
 575.055 	 7.027 
 575.245 	 7.033 
 575.430 	 7.036 
 575.620 	 7.037 
 575.805 	 7.038 
 575.995 	 7.033 
 576.185 	 7.038 
 576.370 	 7.038 
 576.560 	 7.031 
 576.745 	 7.031 
 576.935 	 7.031 
 577.125 	 7.033 
 577.310 	 7.033 
 577.500 	 7.028 
 577.685 	 7.031 
 577.875 	 7.030 
 578.065 	 7.028 
 578.250 	 7.031 
 578.440 	 7.033 
 578.625 	 7.036 
 578.815 	 7.035 
 579.005 	 7.033 
 579.190 	 7.033 
 579.380 	 7.026 
 579.565 	 7.026 
 579.755 	 7.026 
 579.945 	 7.026 
 580.130 	 7.027 
 580.320 	 7.031 
 580.505 	 7.031 
 580.695 	 7.031 
 580.885 	 7.031 
 581.070 	 7.029 
 581.260 	 7.023 
 581.445 	 7.015 
 581.635 	 7.010 
 581.825 	 7.009 
 582.010 	 7.012 
 582.200 	 7.012 
 582.385 	 7.012 
 582.575 	 7.013 
 582.765 	 7.017 
 582.950 	 7.017 
 583.140 	 7.015 
 583.325 	 7.012 
 583.515 	 7.012 
 583.705 	 7.012 
 583.890 	 7.012 
 584.080 	 7.012 
 584.265 	 7.014 
 584.455 	 7.018 
 584.645 	 7.021 
 584.830 	 7.021 
 585.020 	 7.018 
 585.205 	 7.010 
 585.395 	 7.007 
 585.585 	 7.007 
 585.770 	 7.007 
 585.960 	 7.007 
 586.145 	 7.007 
 586.335 	 7.007 
 586.525 	 7.009 
 586.710 	 7.010 
 586.900 	 7.008 
 587.085 	 7.012 
 587.275 	 7.012 
 587.465 	 7.012 
 587.650 	 7.013 
 587.840 	 7.017 
 588.025 	 7.015 
 588.215 	 7.012 
 588.405 	 7.012 
 588.590 	 7.012 
 588.780 	 7.015 
 588.965 	 7.021 
 589.155 	 7.021 
 589.345 	 7.021 
 589.530 	 7.019 
 589.720 	 7.017 
 589.905 	 7.012 
 590.095 	 7.011 
 590.285 	 7.017 
 590.470 	 7.019 
 590.660 	 7.019 
 590.845 	 7.019 
 591.035 	 7.024 
 591.225 	 7.024 
 591.410 	 7.024 
 591.600 	 7.020 
 591.785 	 7.012 
 591.975 	 7.014 
 592.165 	 7.014 
 592.350 	 7.014 
 592.540 	 7.017 
 592.725 	 7.017 
 592.915 	 7.015 
 593.105 	 7.014 
 593.290 	 7.017 
 593.480 	 7.017 
 593.665 	 7.017 
 593.855 	 7.017 
 594.045 	 7.015 
 594.230 	 7.012 
 594.420 	 7.013 
 594.605 	 7.017 
 594.795 	 7.018 
 594.985 	 7.021 
 595.170 	 7.023 
 595.360 	 7.026 
 595.545 	 7.026 
 595.735 	 7.028 
 595.925 	 7.027 
 596.110 	 7.020 
 596.300 	 7.015 
 596.485 	 7.012 
 596.675 	 7.012 
 596.865 	 7.013 
 597.050 	 7.017 
 597.240 	 7.017 
 597.425 	 7.017 
 597.615 	 7.018 
 597.805 	 7.021 
 597.990 	 7.020 
 598.180 	 7.018 
 598.365 	 7.021 
 598.555 	 7.024 
 598.745 	 7.028 
 598.930 	 7.029 
 599.120 	 7.022 
 599.305 	 7.011 
 599.495 	 7.000 
 599.685 	 6.999 
 599.870 	 7.002 
 600.060 	 7.004 
 600.245 	 7.009 
 600.435 	 7.012 
 600.625 	 7.010 
 600.810 	 7.009 
 601.000 	 7.012 
 601.185 	 7.010 
 601.375 	 7.007 
 601.565 	 7.005 
 601.750 	 7.002 
 601.940 	 7.002 
 602.125 	 7.002 
 602.315 	 7.005 
 602.505 	 7.007 
 602.690 	 7.010 
 602.880 	 7.009 
 603.065 	 7.005 
 603.255 	 7.000 
 603.445 	 7.001 
 603.630 	 7.003 
 603.820 	 6.997 
 604.005 	 6.999 
 604.195 	 7.000 
 604.385 	 7.001 
 604.570 	 7.005 
 604.760 	 7.004 
 604.945 	 7.009 
 605.135 	 7.008 
 605.325 	 7.002 
 605.510 	 7.002 
 605.700 	 7.002 
 605.885 	 7.004 
 606.075 	 7.009 
 606.265 	 7.012 
 606.450 	 7.009 
 606.640 	 7.009 
 606.825 	 7.007 
 607.015 	 7.002 
 607.205 	 7.004 
 607.390 	 7.005 
 607.580 	 7.002 
 607.765 	 7.002 
 607.955 	 7.006 
 608.145 	 7.012 
 608.330 	 7.012 
 608.520 	 7.012 
 608.705 	 7.010 
 608.895 	 7.005 
 609.085 	 7.000 
 609.270 	 6.999 
 609.460 	 7.002 
 609.645 	 7.002 
 609.835 	 7.002 
 610.025 	 7.002 
 610.210 	 7.002 
 610.400 	 7.005 
 610.585 	 7.007 
 610.775 	 7.005 
 610.965 	 7.004 
 611.150 	 7.007 
 611.340 	 7.004 
 611.525 	 7.004 
 611.715 	 7.005 
 611.905 	 7.002 
 612.090 	 7.002 
 612.280 	 7.002 
 612.465 	 7.002 
 612.655 	 7.002 
 612.845 	 7.002 
 613.030 	 7.002 
 613.220 	 7.002 
 613.405 	 7.002 
 613.595 	 7.002 
 613.785 	 7.000 
 613.970 	 6.997 
 614.160 	 6.997 
 614.345 	 6.997 
 614.535 	 6.997 
 614.725 	 6.999 
 614.910 	 7.002 
 615.100 	 7.000 
 615.285 	 6.997 
 615.475 	 6.995 
 615.665 	 6.990 
 615.850 	 6.987 
 616.040 	 6.987 
 616.225 	 6.987 
 616.415 	 6.990 
 616.605 	 6.992 
 616.790 	 6.990 
 616.980 	 6.989 
 617.165 	 6.990 
 617.355 	 6.985 
 617.545 	 6.987 
 617.730 	 6.990 
 617.920 	 6.990 
 618.105 	 6.992 
 618.295 	 6.996 
 618.485 	 6.997 
 618.670 	 6.992 
 618.860 	 6.992 
 619.045 	 6.990 
 619.235 	 6.987 
 619.425 	 6.987 
 619.610 	 6.990 
 619.800 	 6.992 
 619.985 	 6.992 
 620.175 	 6.988 
 620.365 	 6.982 
 620.550 	 6.980 
 620.740 	 6.975 
 620.925 	 6.970 
 621.115 	 6.968 
 621.305 	 6.968 
 621.490 	 6.968 
 621.680 	 6.965 
 621.865 	 6.965 
 622.055 	 6.966 
 622.245 	 6.963 
 622.430 	 6.963 
 622.620 	 6.965 
 622.805 	 6.970 
 622.995 	 6.973 
 623.185 	 6.973 
 623.370 	 6.975 
 623.560 	 6.981 
 623.745 	 6.982 
 623.935 	 6.985 
 624.125 	 6.987 
 624.310 	 6.987 
 624.500 	 6.990 
 624.685 	 6.999 
 624.875 	 7.007 
 625.065 	 7.004 
 625.250 	 7.008 
 625.440 	 7.009 
 625.625 	 7.007 
 625.815 	 7.010 
 626.005 	 7.009 
 626.190 	 7.007 
 626.380 	 7.013 
 626.565 	 7.014 
 626.755 	 7.006 
 626.945 	 7.008 
 627.130 	 7.014 
 627.320 	 7.012 
 627.505 	 7.009 
 627.695 	 7.009 
 627.885 	 6.998 
 628.070 	 6.996 
 628.260 	 7.003 
 628.445 	 7.009 
 628.635 	 7.012 
 628.825 	 7.012 
 629.010 	 7.009 
 629.200 	 7.007 
 629.385 	 7.005 
 629.575 	 7.002 
 629.765 	 7.002 
 629.950 	 7.002 
 630.140 	 6.996 
 630.325 	 6.995 
 630.515 	 7.000 
 630.705 	 7.002 
 630.890 	 6.997 
 631.080 	 6.997 
 631.265 	 7.004 
 631.455 	 7.005 
 631.645 	 7.002 
 631.830 	 7.004 
 632.020 	 7.004 
 632.205 	 7.005 
 632.395 	 7.007 
 632.585 	 7.001 
 632.770 	 6.997 
 632.960 	 7.000 
 633.145 	 6.997 
 633.335 	 6.999 
 633.525 	 7.002 
 633.710 	 7.002 
 633.900 	 7.000 
 634.085 	 7.001 
 634.275 	 7.007 
 634.465 	 7.007 
 634.650 	 7.007 
 634.840 	 7.002 
 635.025 	 7.006 
 635.215 	 7.013 
 635.405 	 7.011 
 635.590 	 7.017 
 635.780 	 7.015 
 635.965 	 7.012 
 636.155 	 7.012 
 636.345 	 7.014 
 636.530 	 7.019 
 636.720 	 7.021 
 636.905 	 7.016 
 637.095 	 6.998 
 637.285 	 6.979 
 637.470 	 6.967 
 637.660 	 6.958 
 637.845 	 6.951 
 638.035 	 6.946 
 638.225 	 6.943 
 638.410 	 6.946 
 638.600 	 6.955 
 638.785 	 6.970 
 638.975 	 6.984 
 639.165 	 6.997 
 639.350 	 7.002 
 639.540 	 7.002 
 639.725 	 6.995 
 639.915 	 6.987 
 640.105 	 6.987 
 640.290 	 6.987 
 640.480 	 6.990 
 640.665 	 6.992 
 640.855 	 6.990 
 641.045 	 6.990 
 641.230 	 6.990 
 641.420 	 6.987 
 641.605 	 6.990 
 641.795 	 6.990 
 641.985 	 6.990 
 642.170 	 6.989 
 642.360 	 6.987 
 642.545 	 6.987 
 642.735 	 6.990 
 642.925 	 6.992 
 643.110 	 6.990 
 643.300 	 6.987 
 643.485 	 6.985 
 643.675 	 6.990 
 643.865 	 6.994 
 644.050 	 6.995 
 644.240 	 6.997 
 644.425 	 6.997 
 644.615 	 6.997 
 644.805 	 7.000 
 644.990 	 7.002 
 645.180 	 7.002 
 645.365 	 7.002 
 645.555 	 7.002 
 645.745 	 7.002 
 645.930 	 7.002 
 646.120 	 7.002 
 646.305 	 7.005 
 646.495 	 7.007 
 646.685 	 7.005 
 646.870 	 7.004 
 647.060 	 7.004 
 647.245 	 7.002 
 647.435 	 7.002 
 647.625 	 7.002 
 647.810 	 7.005 
 648.000 	 7.007 
 648.185 	 7.010 
 648.375 	 7.009 
 648.565 	 7.010 
 648.750 	 7.012 
 648.940 	 7.009 
 649.125 	 7.009 
 649.315 	 7.015 
 649.505 	 7.011 
 649.690 	 7.007 
 649.880 	 7.007 
 650.065 	 7.009 
 650.255 	 7.014 
 650.445 	 7.014 
 650.630 	 7.012 
 650.820 	 7.014 
 651.005 	 7.014 
 651.195 	 7.012 
 651.385 	 7.014 
 651.570 	 7.017 
 651.760 	 7.017 
 651.945 	 7.017 
 652.135 	 7.017 
 652.325 	 7.017 
 652.510 	 7.017 
 652.700 	 7.017 
 652.885 	 7.022 
 653.075 	 7.021 
 653.265 	 7.019 
 653.450 	 7.021 
 653.640 	 7.021 
 653.825 	 7.024 
 654.015 	 7.026 
 654.205 	 7.026 
 654.390 	 7.026 
 654.580 	 7.029 
 654.765 	 7.028 
