x Distance [mm]	Height [cm]
 435.825 	 7.804 
 436.010 	 7.803 
 436.200 	 7.798 
 436.390 	 7.798 
 436.575 	 7.798 
 436.765 	 7.794 
 436.950 	 7.793 
 437.140 	 7.793 
 437.330 	 7.793 
 437.515 	 7.797 
 437.705 	 7.794 
 437.890 	 7.793 
 438.080 	 7.793 
 438.270 	 7.793 
 438.455 	 7.796 
 438.645 	 7.794 
 438.830 	 7.793 
 439.020 	 7.796 
 439.210 	 7.794 
 439.395 	 7.793 
 439.585 	 7.793 
 439.770 	 7.793 
 439.960 	 7.789 
 440.150 	 7.788 
 440.335 	 7.788 
 440.525 	 7.788 
 440.710 	 7.793 
 440.900 	 7.793 
 441.090 	 7.788 
 441.275 	 7.784 
 441.465 	 7.788 
 441.650 	 7.788 
 441.840 	 7.792 
 442.030 	 7.789 
 442.215 	 7.788 
 442.405 	 7.788 
 442.590 	 7.788 
 442.780 	 7.788 
 442.970 	 7.788 
 443.155 	 7.784 
 443.345 	 7.788 
 443.530 	 7.788 
 443.720 	 7.788 
 443.910 	 7.788 
 444.095 	 7.788 
 444.285 	 7.788 
 444.470 	 7.788 
 444.660 	 7.788 
 444.850 	 7.788 
 445.035 	 7.792 
 445.225 	 7.789 
 445.410 	 7.788 
 445.600 	 7.788 
 445.790 	 7.788 
 445.975 	 7.788 
 446.165 	 7.784 
 446.350 	 7.783 
 446.540 	 7.783 
 446.730 	 7.788 
 446.915 	 7.785 
 447.105 	 7.783 
 447.290 	 7.783 
 447.480 	 7.779 
 447.670 	 7.782 
 447.855 	 7.779 
 448.045 	 7.774 
 448.230 	 7.773 
 448.420 	 7.773 
 448.610 	 7.777 
 448.795 	 7.774 
 448.985 	 7.769 
 449.170 	 7.769 
 449.360 	 7.764 
 449.550 	 7.764 
 449.735 	 7.760 
 449.925 	 7.759 
 450.110 	 7.759 
 450.300 	 7.754 
 450.490 	 7.749 
 450.675 	 7.749 
 450.865 	 7.744 
 451.050 	 7.740 
 451.240 	 7.739 
 451.430 	 7.739 
 451.615 	 7.730 
 451.805 	 7.725 
 451.990 	 7.729 
 452.180 	 7.725 
 452.370 	 7.721 
 452.555 	 7.725 
 452.745 	 7.725 
 452.930 	 7.717 
 453.120 	 7.715 
 453.310 	 7.715 
 453.495 	 7.715 
 453.685 	 7.715 
 453.870 	 7.719 
 454.060 	 7.720 
 454.250 	 7.715 
 454.435 	 7.715 
 454.625 	 7.715 
 454.810 	 7.715 
 455.000 	 7.715 
 455.190 	 7.715 
 455.375 	 7.715 
 455.565 	 7.719 
 455.750 	 7.720 
 455.940 	 7.720 
 456.130 	 7.716 
 456.315 	 7.719 
 456.505 	 7.724 
 456.690 	 7.721 
 456.880 	 7.720 
 457.070 	 7.720 
 457.255 	 7.720 
 457.445 	 7.728 
 457.630 	 7.725 
 457.820 	 7.729 
 458.010 	 7.729 
 458.195 	 7.729 
 458.385 	 7.725 
 458.570 	 7.725 
 458.760 	 7.733 
 458.950 	 7.725 
 459.135 	 7.725 
 459.325 	 7.725 
 459.510 	 7.729 
 459.700 	 7.729 
 459.890 	 7.729 
 460.075 	 7.725 
 460.265 	 7.728 
 460.450 	 7.729 
 460.640 	 7.729 
 460.830 	 7.729 
 461.015 	 7.729 
 461.205 	 7.729 
 461.390 	 7.729 
 461.580 	 7.729 
 461.770 	 7.729 
 461.955 	 7.729 
 462.145 	 7.729 
 462.330 	 7.729 
 462.520 	 7.729 
 462.710 	 7.729 
 462.895 	 7.729 
 463.085 	 7.729 
 463.270 	 7.734 
 463.460 	 7.734 
 463.650 	 7.734 
 463.835 	 7.730 
 464.025 	 7.729 
 464.210 	 7.729 
 464.400 	 7.730 
 464.590 	 7.734 
 464.775 	 7.729 
 464.965 	 7.729 
 465.150 	 7.725 
 465.340 	 7.725 
 465.530 	 7.725 
 465.715 	 7.725 
 465.905 	 7.725 
 466.090 	 7.725 
 466.280 	 7.729 
 466.470 	 7.725 
 466.655 	 7.730 
 466.845 	 7.734 
 467.030 	 7.734 
 467.220 	 7.730 
 467.410 	 7.734 
 467.595 	 7.730 
 467.785 	 7.729 
 467.970 	 7.729 
 468.160 	 7.734 
 468.350 	 7.734 
 468.535 	 7.739 
 468.725 	 7.735 
 468.910 	 7.740 
 469.100 	 7.744 
 469.290 	 7.744 
 469.475 	 7.749 
 469.665 	 7.735 
 469.850 	 7.744 
 470.040 	 7.744 
 470.230 	 7.740 
 470.415 	 7.730 
 470.605 	 7.729 
 470.790 	 7.729 
 470.980 	 7.729 
 471.170 	 7.725 
 471.355 	 7.729 
 471.545 	 7.739 
 471.730 	 7.735 
 471.920 	 7.739 
 472.110 	 7.735 
 472.295 	 7.734 
 472.485 	 7.738 
 472.670 	 7.744 
 472.860 	 7.740 
 473.050 	 7.739 
 473.235 	 7.744 
 473.425 	 7.749 
 473.610 	 7.744 
 473.800 	 7.744 
 473.990 	 7.744 
 474.175 	 7.744 
 474.365 	 7.744 
 474.550 	 7.744 
 474.740 	 7.740 
 474.930 	 7.739 
 475.115 	 7.739 
 475.305 	 7.735 
 475.490 	 7.739 
 475.680 	 7.739 
 475.870 	 7.739 
 476.055 	 7.734 
 476.245 	 7.734 
 476.430 	 7.730 
 476.620 	 7.729 
 476.810 	 7.729 
 476.995 	 7.734 
 477.185 	 7.730 
 477.370 	 7.734 
 477.560 	 7.734 
 477.750 	 7.734 
 477.935 	 7.734 
 478.125 	 7.734 
 478.310 	 7.734 
 478.500 	 7.734 
 478.690 	 7.734 
 478.875 	 7.734 
 479.065 	 7.734 
 479.250 	 7.739 
 479.440 	 7.734 
 479.630 	 7.734 
 479.815 	 7.734 
 480.005 	 7.739 
 480.190 	 7.735 
 480.380 	 7.739 
 480.570 	 7.734 
 480.755 	 7.739 
 480.945 	 7.739 
 481.130 	 7.744 
 481.320 	 7.735 
 481.510 	 7.734 
 481.695 	 7.734 
 481.885 	 7.739 
 482.070 	 7.739 
 482.260 	 7.739 
 482.450 	 7.739 
 482.635 	 7.739 
 482.825 	 7.739 
 483.010 	 7.744 
 483.200 	 7.739 
 483.390 	 7.739 
 483.575 	 7.735 
 483.765 	 7.744 
 483.950 	 7.744 
 484.140 	 7.740 
 484.330 	 7.739 
 484.515 	 7.734 
 484.705 	 7.734 
 484.890 	 7.734 
 485.080 	 7.734 
 485.270 	 7.734 
 485.455 	 7.734 
 485.645 	 7.734 
 485.830 	 7.734 
 486.020 	 7.734 
 486.210 	 7.730 
 486.395 	 7.734 
 486.585 	 7.734 
 486.770 	 7.734 
 486.960 	 7.734 
 487.150 	 7.734 
 487.335 	 7.730 
 487.525 	 7.729 
 487.710 	 7.729 
 487.900 	 7.729 
 488.090 	 7.729 
 488.275 	 7.729 
 488.465 	 7.725 
 488.650 	 7.729 
 488.840 	 7.729 
 489.030 	 7.729 
 489.215 	 7.729 
 489.405 	 7.725 
 489.590 	 7.725 
 489.780 	 7.725 
 489.970 	 7.725 
 490.155 	 7.725 
 490.345 	 7.725 
 490.530 	 7.720 
 490.720 	 7.725 
 490.910 	 7.725 
 491.095 	 7.725 
 491.285 	 7.729 
 491.470 	 7.725 
 491.660 	 7.724 
 491.850 	 7.720 
 492.035 	 7.725 
 492.225 	 7.725 
 492.410 	 7.724 
 492.600 	 7.720 
 492.790 	 7.725 
 492.975 	 7.725 
 493.165 	 7.720 
 493.350 	 7.724 
 493.540 	 7.720 
 493.730 	 7.720 
 493.915 	 7.720 
 494.105 	 7.720 
 494.290 	 7.720 
 494.480 	 7.724 
 494.670 	 7.720 
 494.855 	 7.724 
 495.045 	 7.720 
 495.230 	 7.720 
 495.420 	 7.720 
 495.610 	 7.725 
 495.795 	 7.724 
 495.985 	 7.720 
 496.170 	 7.720 
 496.360 	 7.720 
 496.550 	 7.720 
 496.735 	 7.720 
 496.925 	 7.720 
 497.110 	 7.720 
 497.300 	 7.724 
 497.490 	 7.720 
 497.675 	 7.725 
 497.865 	 7.723 
 498.050 	 7.720 
 498.240 	 7.725 
 498.430 	 7.720 
 498.615 	 7.720 
 498.805 	 7.720 
 498.990 	 7.720 
 499.180 	 7.715 
 499.370 	 7.714 
 499.555 	 7.710 
 499.745 	 7.710 
 499.930 	 7.710 
 500.120 	 7.705 
 500.310 	 7.700 
 500.495 	 7.695 
 500.685 	 7.690 
 500.870 	 7.685 
 501.060 	 7.679 
 501.250 	 7.670 
 501.435 	 7.666 
 501.625 	 7.666 
 501.810 	 7.664 
 502.000 	 7.657 
 502.190 	 7.660 
 502.375 	 7.651 
 502.565 	 7.651 
 502.750 	 7.646 
 502.940 	 7.643 
 503.130 	 7.651 
 503.315 	 7.651 
 503.505 	 7.647 
 503.690 	 7.656 
 503.880 	 7.657 
 504.070 	 7.666 
 504.255 	 7.661 
 504.445 	 7.661 
 504.630 	 7.662 
 504.820 	 7.676 
 505.010 	 7.683 
 505.195 	 7.696 
 505.385 	 7.705 
 505.570 	 7.705 
 505.760 	 7.705 
 505.950 	 7.705 
 506.135 	 7.710 
 506.325 	 7.715 
 506.510 	 7.724 
 506.700 	 7.725 
 506.890 	 7.725 
 507.075 	 7.725 
 507.265 	 7.725 
 507.450 	 7.729 
 507.640 	 7.725 
 507.830 	 7.725 
 508.015 	 7.725 
 508.205 	 7.725 
 508.390 	 7.726 
 508.580 	 7.734 
 508.770 	 7.730 
 508.955 	 7.729 
 509.145 	 7.729 
 509.330 	 7.730 
 509.520 	 7.734 
 509.710 	 7.728 
 509.895 	 7.725 
 510.085 	 7.725 
 510.270 	 7.725 
 510.460 	 7.725 
 510.650 	 7.729 
 510.835 	 7.729 
 511.025 	 7.725 
 511.210 	 7.725 
 511.400 	 7.729 
 511.590 	 7.725 
 511.775 	 7.725 
 511.965 	 7.725 
 512.150 	 7.730 
 512.340 	 7.734 
 512.530 	 7.730 
 512.715 	 7.734 
 512.905 	 7.730 
 513.090 	 7.734 
 513.280 	 7.729 
 513.470 	 7.730 
 513.655 	 7.734 
 513.845 	 7.730 
 514.030 	 7.734 
 514.220 	 7.729 
 514.410 	 7.730 
 514.595 	 7.734 
 514.785 	 7.734 
 514.970 	 7.739 
 515.160 	 7.739 
 515.350 	 7.734 
 515.535 	 7.739 
 515.725 	 7.735 
 515.910 	 7.739 
 516.100 	 7.734 
 516.290 	 7.734 
 516.475 	 7.734 
 516.665 	 7.734 
 516.850 	 7.735 
 517.040 	 7.740 
 517.230 	 7.743 
 517.415 	 7.734 
 517.605 	 7.734 
 517.790 	 7.734 
 517.980 	 7.739 
 518.170 	 7.739 
 518.355 	 7.739 
 518.545 	 7.740 
 518.730 	 7.744 
 518.920 	 7.744 
 519.110 	 7.743 
 519.295 	 7.740 
 519.485 	 7.743 
 519.670 	 7.739 
 519.860 	 7.740 
 520.050 	 7.744 
 520.235 	 7.744 
 520.425 	 7.744 
 520.610 	 7.745 
 520.800 	 7.749 
 520.990 	 7.749 
 521.175 	 7.745 
 521.365 	 7.753 
 521.550 	 7.749 
 521.740 	 7.749 
 521.930 	 7.748 
 522.115 	 7.743 
 522.305 	 7.739 
 522.490 	 7.740 
 522.680 	 7.748 
 522.870 	 7.744 
 523.055 	 7.740 
 523.245 	 7.744 
 523.430 	 7.744 
 523.620 	 7.744 
 523.810 	 7.743 
 523.995 	 7.740 
 524.185 	 7.744 
 524.370 	 7.745 
 524.560 	 7.748 
 524.750 	 7.744 
 524.935 	 7.746 
 525.125 	 7.748 
 525.310 	 7.745 
 525.500 	 7.749 
 525.690 	 7.744 
 525.875 	 7.744 
 526.065 	 7.746 
 526.250 	 7.749 
 526.440 	 7.748 
 526.630 	 7.744 
 526.815 	 7.744 
 527.005 	 7.744 
 527.190 	 7.744 
 527.380 	 7.745 
 527.570 	 7.749 
 527.755 	 7.749 
 527.945 	 7.750 
 528.130 	 7.753 
 528.320 	 7.748 
 528.510 	 7.744 
 528.695 	 7.745 
 528.885 	 7.748 
 529.070 	 7.745 
 529.260 	 7.749 
 529.450 	 7.749 
 529.635 	 7.750 
 529.825 	 7.753 
 530.010 	 7.749 
 530.200 	 7.754 
 530.390 	 7.753 
 530.575 	 7.749 
 530.765 	 7.749 
 530.950 	 7.753 
 531.140 	 7.749 
 531.330 	 7.750 
 531.515 	 7.754 
 531.705 	 7.750 
 531.890 	 7.753 
 532.080 	 7.749 
 532.270 	 7.749 
 532.455 	 7.753 
 532.645 	 7.750 
 532.830 	 7.752 
 533.020 	 7.749 
 533.210 	 7.749 
 533.395 	 7.749 
 533.585 	 7.750 
 533.770 	 7.754 
 533.960 	 7.754 
 534.150 	 7.753 
 534.335 	 7.750 
 534.525 	 7.754 
 534.710 	 7.752 
 534.900 	 7.750 
 535.090 	 7.754 
 535.275 	 7.754 
 535.465 	 7.749 
 535.650 	 7.750 
 535.840 	 7.753 
 536.030 	 7.750 
 536.215 	 7.755 
 536.405 	 7.755 
 536.590 	 7.749 
 536.780 	 7.749 
 536.970 	 7.750 
 537.155 	 7.753 
 537.345 	 7.753 
 537.530 	 7.754 
 537.720 	 7.750 
 537.910 	 7.753 
 538.095 	 7.749 
 538.285 	 7.749 
 538.470 	 7.749 
 538.660 	 7.751 
 538.850 	 7.753 
 539.035 	 7.748 
 539.225 	 7.744 
 539.410 	 7.746 
 539.600 	 7.749 
 539.790 	 7.749 
 539.975 	 7.749 
 540.165 	 7.748 
 540.350 	 7.744 
 540.540 	 7.744 
 540.730 	 7.744 
 540.915 	 7.744 
 541.105 	 7.744 
 541.290 	 7.746 
 541.480 	 7.747 
 541.670 	 7.744 
 541.855 	 7.744 
 542.045 	 7.744 
 542.230 	 7.745 
 542.420 	 7.749 
 542.610 	 7.748 
 542.795 	 7.744 
 542.985 	 7.743 
 543.170 	 7.739 
 543.360 	 7.740 
 543.550 	 7.744 
 543.735 	 7.739 
 543.925 	 7.740 
 544.110 	 7.744 
 544.300 	 7.740 
 544.490 	 7.744 
 544.675 	 7.744 
 544.865 	 7.744 
 545.050 	 7.744 
 545.240 	 7.744 
 545.430 	 7.744 
 545.615 	 7.744 
 545.805 	 7.744 
 545.990 	 7.744 
 546.180 	 7.745 
 546.370 	 7.749 
 546.555 	 7.748 
 546.745 	 7.744 
 546.930 	 7.744 
 547.120 	 7.744 
 547.310 	 7.745 
 547.495 	 7.748 
 547.685 	 7.744 
 547.870 	 7.746 
 548.060 	 7.747 
 548.250 	 7.746 
 548.435 	 7.747 
 548.625 	 7.744 
 548.810 	 7.744 
 549.000 	 7.744 
 549.190 	 7.744 
 549.375 	 7.744 
 549.565 	 7.744 
 549.750 	 7.744 
 549.940 	 7.744 
 550.130 	 7.744 
 550.315 	 7.746 
 550.505 	 7.749 
 550.690 	 7.749 
 550.880 	 7.746 
 551.070 	 7.747 
 551.255 	 7.747 
 551.445 	 7.746 
 551.630 	 7.749 
 551.820 	 7.749 
 552.010 	 7.749 
 552.195 	 7.749 
 552.385 	 7.749 
 552.570 	 7.749 
 552.760 	 7.746 
 552.950 	 7.746 
 553.135 	 7.749 
 553.325 	 7.751 
 553.510 	 7.752 
 553.700 	 7.749 
 553.890 	 7.749 
 554.075 	 7.751 
 554.265 	 7.751 
 554.450 	 7.749 
 554.640 	 7.749 
 554.830 	 7.749 
 555.015 	 7.749 
 555.205 	 7.749 
 555.390 	 7.751 
 555.580 	 7.752 
 555.770 	 7.751 
 555.955 	 7.754 
 556.145 	 7.754 
 556.330 	 7.752 
 556.520 	 7.751 
 556.710 	 7.752 
 556.895 	 7.749 
 557.085 	 7.749 
 557.270 	 7.749 
 557.460 	 7.749 
 557.650 	 7.749 
 557.835 	 7.749 
 558.025 	 7.749 
 558.210 	 7.751 
 558.400 	 7.751 
 558.590 	 7.749 
 558.775 	 7.749 
 558.965 	 7.749 
 559.150 	 7.749 
 559.340 	 7.749 
 559.530 	 7.749 
 559.715 	 7.749 
 559.905 	 7.749 
 560.090 	 7.749 
 560.280 	 7.749 
 560.470 	 7.749 
 560.655 	 7.751 
 560.845 	 7.752 
 561.030 	 7.751 
 561.220 	 7.754 
 561.410 	 7.751 
 561.595 	 7.749 
 561.785 	 7.749 
 561.970 	 7.752 
 562.160 	 7.751 
 562.350 	 7.749 
 562.535 	 7.752 
 562.725 	 7.749 
 562.910 	 7.747 
 563.100 	 7.749 
 563.290 	 7.749 
 563.475 	 7.751 
 563.665 	 7.752 
 563.850 	 7.749 
 564.040 	 7.749 
 564.230 	 7.749 
 564.415 	 7.749 
 564.605 	 7.749 
 564.790 	 7.749 
 564.980 	 7.749 
 565.170 	 7.749 
 565.355 	 7.749 
 565.545 	 7.746 
 565.730 	 7.746 
 565.920 	 7.749 
 566.110 	 7.749 
 566.295 	 7.749 
 566.485 	 7.749 
 566.670 	 7.749 
 566.860 	 7.749 
 567.050 	 7.749 
 567.235 	 7.749 
 567.425 	 7.751 
 567.610 	 7.749 
 567.800 	 7.744 
 567.990 	 7.748 
 568.175 	 7.752 
 568.365 	 7.747 
 568.550 	 7.744 
 568.740 	 7.746 
 568.930 	 7.746 
 569.115 	 7.747 
 569.305 	 7.749 
 569.490 	 7.749 
 569.680 	 7.746 
 569.870 	 7.744 
 570.055 	 7.744 
 570.245 	 7.747 
 570.430 	 7.747 
 570.620 	 7.744 
 570.810 	 7.744 
 570.995 	 7.744 
 571.185 	 7.746 
 571.370 	 7.747 
 571.560 	 7.744 
 571.750 	 7.744 
 571.935 	 7.744 
 572.125 	 7.744 
 572.310 	 7.744 
 572.500 	 7.744 
 572.690 	 7.744 
 572.875 	 7.744 
 573.065 	 7.744 
 573.250 	 7.744 
 573.440 	 7.744 
 573.630 	 7.744 
 573.815 	 7.744 
 574.005 	 7.744 
 574.190 	 7.744 
 574.380 	 7.744 
 574.570 	 7.742 
 574.755 	 7.739 
 574.945 	 7.742 
 575.130 	 7.744 
 575.320 	 7.747 
 575.510 	 7.746 
 575.695 	 7.744 
 575.885 	 7.744 
 576.070 	 7.741 
 576.260 	 7.742 
 576.450 	 7.744 
 576.635 	 7.744 
 576.825 	 7.744 
 577.010 	 7.744 
 577.200 	 7.744 
 577.390 	 7.741 
 577.575 	 7.745 
 577.765 	 7.747 
 577.950 	 7.744 
 578.140 	 7.744 
 578.330 	 7.741 
 578.515 	 7.742 
 578.705 	 7.744 
 578.890 	 7.742 
 579.080 	 7.744 
 579.270 	 7.747 
 579.455 	 7.742 
 579.645 	 7.739 
 579.830 	 7.739 
 580.020 	 7.739 
 580.210 	 7.746 
 580.395 	 7.746 
 580.585 	 7.744 
 580.770 	 7.742 
 580.960 	 7.742 
 581.150 	 7.742 
 581.335 	 7.743 
 581.525 	 7.742 
 581.710 	 7.739 
 581.900 	 7.739 
 582.090 	 7.742 
 582.275 	 7.742 
 582.465 	 7.745 
 582.650 	 7.745 
 582.840 	 7.744 
 583.030 	 7.742 
 583.215 	 7.739 
 583.405 	 7.743 
 583.590 	 7.740 
 583.780 	 7.739 
 583.970 	 7.742 
 584.155 	 7.744 
 584.345 	 7.744 
 584.530 	 7.742 
 584.720 	 7.739 
 584.910 	 7.737 
 585.095 	 7.734 
 585.285 	 7.734 
 585.470 	 7.734 
 585.660 	 7.734 
 585.850 	 7.736 
 586.035 	 7.737 
 586.225 	 7.734 
 586.410 	 7.734 
 586.600 	 7.734 
 586.790 	 7.731 
 586.975 	 7.736 
 587.165 	 7.734 
 587.350 	 7.729 
 587.540 	 7.729 
 587.730 	 7.729 
 587.915 	 7.726 
 588.105 	 7.725 
 588.290 	 7.725 
 588.480 	 7.725 
 588.670 	 7.725 
 588.855 	 7.727 
 589.045 	 7.729 
 589.230 	 7.727 
 589.420 	 7.725 
 589.610 	 7.725 
 589.795 	 7.722 
 589.985 	 7.720 
 590.170 	 7.723 
 590.360 	 7.725 
 590.550 	 7.725 
 590.735 	 7.725 
 590.925 	 7.725 
 591.110 	 7.725 
 591.300 	 7.725 
 591.490 	 7.727 
 591.675 	 7.727 
 591.865 	 7.728 
 592.050 	 7.729 
 592.240 	 7.733 
 592.430 	 7.732 
 592.615 	 7.732 
 592.805 	 7.734 
 592.990 	 7.732 
 593.180 	 7.729 
 593.370 	 7.726 
 593.555 	 7.732 
 593.745 	 7.731 
 593.930 	 7.729 
 594.120 	 7.729 
 594.310 	 7.727 
 594.495 	 7.725 
 594.685 	 7.725 
 594.870 	 7.725 
 595.060 	 7.725 
 595.250 	 7.730 
 595.435 	 7.734 
 595.625 	 7.732 
 595.810 	 7.729 
 596.000 	 7.729 
 596.190 	 7.727 
 596.375 	 7.725 
 596.565 	 7.722 
 596.750 	 7.720 
 596.940 	 7.720 
 597.130 	 7.720 
 597.315 	 7.722 
 597.505 	 7.727 
 597.690 	 7.729 
 597.880 	 7.729 
 598.070 	 7.729 
 598.255 	 7.729 
 598.445 	 7.729 
 598.630 	 7.729 
 598.820 	 7.735 
 599.010 	 7.735 
 599.195 	 7.729 
 599.385 	 7.731 
 599.570 	 7.732 
 599.760 	 7.729 
 599.950 	 7.731 
 600.135 	 7.732 
 600.325 	 7.731 
 600.510 	 7.734 
 600.700 	 7.734 
 600.890 	 7.732 
 601.075 	 7.731 
 601.265 	 7.734 
 601.450 	 7.739 
 601.640 	 7.740 
 601.830 	 7.734 
 602.015 	 7.732 
 602.205 	 7.729 
 602.390 	 7.729 
 602.580 	 7.729 
 602.770 	 7.729 
 602.955 	 7.729 
 603.145 	 7.729 
 603.330 	 7.732 
 603.520 	 7.732 
 603.710 	 7.733 
 603.895 	 7.731 
 604.085 	 7.729 
 604.270 	 7.729 
 604.460 	 7.729 
 604.650 	 7.729 
 604.835 	 7.729 
 605.025 	 7.729 
 605.210 	 7.729 
 605.400 	 7.729 
 605.590 	 7.732 
 605.775 	 7.732 
 605.965 	 7.729 
 606.150 	 7.729 
 606.340 	 7.727 
 606.530 	 7.727 
 606.715 	 7.729 
 606.905 	 7.732 
 607.090 	 7.734 
 607.280 	 7.734 
 607.470 	 7.734 
 607.655 	 7.734 
 607.845 	 7.731 
 608.030 	 7.729 
 608.220 	 7.732 
 608.410 	 7.732 
 608.595 	 7.729 
 608.785 	 7.735 
 608.970 	 7.737 
 609.160 	 7.734 
 609.350 	 7.734 
 609.535 	 7.732 
 609.725 	 7.732 
 609.910 	 7.732 
 610.100 	 7.732 
 610.290 	 7.734 
 610.475 	 7.734 
 610.665 	 7.737 
 610.850 	 7.737 
 611.040 	 7.734 
 611.230 	 7.734 
 611.415 	 7.734 
 611.605 	 7.738 
 611.790 	 7.739 
 611.980 	 7.739 
 612.170 	 7.739 
 612.355 	 7.736 
 612.545 	 7.734 
 612.730 	 7.732 
 612.920 	 7.729 
 613.110 	 7.729 
 613.295 	 7.729 
 613.485 	 7.732 
 613.670 	 7.734 
 613.860 	 7.732 
 614.050 	 7.732 
 614.235 	 7.734 
 614.425 	 7.737 
 614.610 	 7.736 
 614.800 	 7.734 
 614.990 	 7.734 
 615.175 	 7.734 
 615.365 	 7.737 
 615.550 	 7.742 
 615.740 	 7.744 
 615.930 	 7.741 
 616.115 	 7.742 
 616.305 	 7.744 
 616.490 	 7.741 
 616.680 	 7.742 
 616.870 	 7.741 
 617.055 	 7.742 
 617.245 	 7.741 
 617.430 	 7.739 
 617.620 	 7.742 
 617.810 	 7.741 
 617.995 	 7.739 
 618.185 	 7.739 
 618.370 	 7.739 
 618.560 	 7.739 
 618.750 	 7.739 
 618.935 	 7.739 
 619.125 	 7.739 
 619.310 	 7.739 
 619.500 	 7.742 
 619.690 	 7.741 
 619.875 	 7.739 
 620.065 	 7.745 
 620.250 	 7.746 
 620.440 	 7.744 
 620.630 	 7.747 
 620.815 	 7.746 
 621.005 	 7.747 
 621.190 	 7.749 
 621.380 	 7.746 
 621.570 	 7.744 
 621.755 	 7.747 
 621.945 	 7.749 
 622.130 	 7.749 
 622.320 	 7.746 
 622.510 	 7.744 
 622.695 	 7.744 
 622.885 	 7.744 
 623.070 	 7.744 
 623.260 	 7.744 
 623.450 	 7.744 
 623.635 	 7.744 
 623.825 	 7.744 
 624.010 	 7.744 
 624.200 	 7.744 
 624.390 	 7.744 
 624.575 	 7.747 
 624.765 	 7.746 
 624.950 	 7.744 
 625.140 	 7.744 
 625.330 	 7.744 
 625.515 	 7.744 
 625.705 	 7.744 
 625.890 	 7.744 
 626.080 	 7.747 
 626.270 	 7.749 
 626.455 	 7.746 
 626.645 	 7.744 
 626.830 	 7.747 
 627.020 	 7.746 
 627.210 	 7.744 
 627.395 	 7.744 
 627.585 	 7.747 
 627.770 	 7.749 
 627.960 	 7.749 
 628.150 	 7.746 
 628.335 	 7.744 
 628.525 	 7.747 
 628.710 	 7.751 
 628.900 	 7.750 
 629.090 	 7.744 
 629.275 	 7.744 
 629.465 	 7.750 
 629.650 	 7.751 
 629.840 	 7.752 
 630.030 	 7.751 
 630.215 	 7.752 
 630.405 	 7.751 
 630.590 	 7.752 
 630.780 	 7.751 
 630.970 	 7.749 
 631.155 	 7.752 
 631.345 	 7.751 
 631.530 	 7.752 
 631.720 	 7.751 
 631.910 	 7.749 
 632.095 	 7.752 
 632.285 	 7.751 
 632.470 	 7.749 
 632.660 	 7.749 
 632.850 	 7.749 
 633.035 	 7.749 
 633.225 	 7.749 
 633.410 	 7.749 
 633.600 	 7.749 
 633.790 	 7.752 
 633.975 	 7.754 
 634.165 	 7.750 
 634.350 	 7.753 
 634.540 	 7.754 
 634.730 	 7.754 
 634.915 	 7.754 
 635.105 	 7.754 
 635.290 	 7.754 
 635.480 	 7.754 
 635.670 	 7.754 
 635.855 	 7.754 
 636.045 	 7.757 
 636.230 	 7.756 
 636.420 	 7.757 
 636.610 	 7.756 
 636.795 	 7.754 
 636.985 	 7.754 
 637.170 	 7.754 
 637.360 	 7.754 
 637.550 	 7.754 
 637.735 	 7.754 
 637.925 	 7.754 
 638.110 	 7.754 
 638.300 	 7.759 
 638.490 	 7.761 
 638.675 	 7.763 
 638.865 	 7.760 
 639.050 	 7.756 
 639.240 	 7.754 
 639.430 	 7.751 
 639.615 	 7.755 
 639.805 	 7.756 
 639.990 	 7.754 
 640.180 	 7.757 
 640.370 	 7.756 
 640.555 	 7.757 
 640.745 	 7.762 
 640.930 	 7.764 
 641.120 	 7.761 
 641.310 	 7.759 
 641.495 	 7.759 
 641.685 	 7.759 
 641.870 	 7.759 
 642.060 	 7.759 
 642.250 	 7.762 
 642.435 	 7.764 
 642.625 	 7.760 
 642.810 	 7.759 
 643.000 	 7.759 
 643.190 	 7.766 
 643.375 	 7.765 
 643.565 	 7.764 
 643.750 	 7.764 
 643.940 	 7.764 
 644.130 	 7.767 
 644.315 	 7.765 
 644.505 	 7.767 
 644.690 	 7.765 
 644.880 	 7.770 
 645.070 	 7.770 
 645.255 	 7.769 
 645.445 	 7.769 
 645.630 	 7.772 
 645.820 	 7.770 
 646.010 	 7.769 
 646.195 	 7.769 
 646.385 	 7.769 
 646.570 	 7.769 
 646.760 	 7.771 
 646.950 	 7.773 
 647.135 	 7.773 
 647.325 	 7.771 
 647.510 	 7.771 
 647.700 	 7.770 
 647.890 	 7.769 
 648.075 	 7.771 
 648.265 	 7.773 
 648.450 	 7.769 
 648.640 	 7.769 
 648.830 	 7.769 
 649.015 	 7.769 
 649.205 	 7.769 
 649.390 	 7.769 
 649.580 	 7.769 
 649.770 	 7.773 
 649.955 	 7.769 
 650.145 	 7.773 
 650.330 	 7.773 
 650.520 	 7.773 
 650.710 	 7.776 
 650.895 	 7.775 
 651.085 	 7.778 
 651.270 	 7.769 
 651.460 	 7.769 
 651.650 	 7.769 
 651.835 	 7.769 
 652.025 	 7.772 
 652.210 	 7.773 
 652.400 	 7.769 
 652.590 	 7.769 
 652.775 	 7.772 
 652.965 	 7.770 
 653.150 	 7.775 
 653.340 	 7.775 
 653.530 	 7.773 
 653.715 	 7.773 
 653.905 	 7.773 
 654.090 	 7.773 
 654.280 	 7.770 
 654.470 	 7.769 
 654.655 	 7.772 
